Nh,BOOK,"(0, 1)","(1, 2)",﻿,《军阀治世》,"['\ufeff', '《军阀治世》']",军阀治世.txt
Ns,Ns,"(1, 2)","(5, 6)",山东,辽东,"['“', '山东', '兵马', '大多', '已往', '辽东', '，', '陛下', '可', '书信', '一封', '与', '建虏', '，', '让', '其', '加大', '攻势', '，', '拖住', '辽东', '的', '山东', '兵马', '，', '同时', '诏令', '各省', '重兵', '围堵', '山东', '援军', '。', '”']",军阀治世.txt
Ns,Ns,"(20, 21)","(22, 23)",辽东,山东,"['“', '山东', '兵马', '大多', '已往', '辽东', '，', '陛下', '可', '书信', '一封', '与', '建虏', '，', '让', '其', '加大', '攻势', '，', '拖住', '辽东', '的', '山东', '兵马', '，', '同时', '诏令', '各省', '重兵', '围堵', '山东', '援军', '。', '”']",军阀治世.txt
Nh,Ns,"(0, 1)","(4, 5)",杨嗣昌,山东,"['杨嗣昌', '言道', '，', '“', '山东', '兵马', '虽强', '，', '然', '山东', '唯剩', '乡勇', '，', '乡勇', '战力', '必然', '不', '强', '。', '”']",军阀治世.txt
Nh,Nh,"(0, 1)","(6, 7)",杨嗣昌,虽强,"['杨嗣昌', '言道', '，', '“', '山东', '兵马', '虽强', '，', '然', '山东', '唯剩', '乡勇', '，', '乡勇', '战力', '必然', '不', '强', '。', '”']",军阀治世.txt
Ns,Nh,"(4, 5)","(6, 7)",山东,虽强,"['杨嗣昌', '言道', '，', '“', '山东', '兵马', '虽强', '，', '然', '山东', '唯剩', '乡勇', '，', '乡勇', '战力', '必然', '不', '强', '。', '”']",军阀治世.txt
Ns,Ns,"(4, 5)","(9, 10)",山东,山东,"['杨嗣昌', '言道', '，', '“', '山东', '兵马', '虽强', '，', '然', '山东', '唯剩', '乡勇', '，', '乡勇', '战力', '必然', '不', '强', '。', '”']",军阀治世.txt
Nh,Ns,"(6, 7)","(9, 10)",虽强,山东,"['杨嗣昌', '言道', '，', '“', '山东', '兵马', '虽强', '，', '然', '山东', '唯剩', '乡勇', '，', '乡勇', '战力', '必然', '不', '强', '。', '”']",军阀治世.txt
Ns,Nh,"(0, 1)","(4, 5)",崇祯,杨嗣昌,"['崇祯', '来回', '渡步', '，', '杨嗣昌', '看', '得', '心里', '着急', '，', '要是', '真', '让', '赵岩', '打进', '了', '京城', '，', '一个', '卖国', '资贼', '，', '就够', '让', '他', '身败名裂', '了', '。']",军阀治世.txt
Nh,Ns,"(13, 14)","(16, 17)",赵岩,京城,"['崇祯', '来回', '渡步', '，', '杨嗣昌', '看', '得', '心里', '着急', '，', '要是', '真', '让', '赵岩', '打进', '了', '京城', '，', '一个', '卖国', '资贼', '，', '就够', '让', '他', '身败名裂', '了', '。']",军阀治世.txt
Ns,Nh,"(0, 1)","(4, 5)",崇祯,杨嗣昌,"['崇祯', '欣慰', '的', '看着', '杨嗣昌', '。']",军阀治世.txt
Ns,Nh,"(0, 1)","(2, 3)",崇祯,杨嗣昌,"['崇祯', '与', '杨嗣昌', '将', '应对', '之策', '一定', '，', '马上', '分头', '行动', '了', '起来', '。']",军阀治世.txt
Nh,Ns,"(11, 12)","(16, 17)",赵岩,京城,"['王亲贵族', '，', '及', '满朝', '文武', '互相', '打听', '之下', '，', '竟', '得知', '赵岩', '起兵', '清君侧', '，', '一时', '京城', '大哗', '，', '紫禁城', '人心惶惶', '。']",军阀治世.txt
Ns,Nh,"(14, 15)","(21, 22)",大明,努尔哈赤,"['赵岩', '在', '城下', '仰视', '着', '高高的', '城墙', '，', '京师', '的', '城墙', '可谓', '是', '全', '大明', '最', '雄伟', '的', '存在', '，', '当年', '努尔哈赤', '带领', '后', '金军攻', '打', '，', '结果', '只是', '落得', '狼狈', '而', '退', '。']",军阀治世.txt
Nh,Ns,"(9, 10)","(12, 13)",赵岩,朝阳门,"['在', '朝阳门外', '休整', '了', '一夜', '，', '第二日', '清晨', '，', '赵岩', '即', '对', '朝阳门', '起', '了', '炮击', '。']",军阀治世.txt
Nh,Nh,"(10, 11)","(17, 18)",赵岩,赵岩,"['同时', '还有', '一些', '75', '毫米', '榴弹炮', '夹杂', '其中', '，', '这是', '赵岩', '献给', '崇祯', '的', '，', '原本', '是', '赵岩', '怕', '李自成', '进京', '的', '事件', '再次', '重演', '，', '所以', '有意', '加强', '京师', '的', '防御能力', '。']",军阀治世.txt
Nh,Nh,"(17, 18)","(19, 20)",赵岩,李自成,"['同时', '还有', '一些', '75', '毫米', '榴弹炮', '夹杂', '其中', '，', '这是', '赵岩', '献给', '崇祯', '的', '，', '原本', '是', '赵岩', '怕', '李自成', '进京', '的', '事件', '再次', '重演', '，', '所以', '有意', '加强', '京师', '的', '防御能力', '。']",军阀治世.txt
Ns,Nh,"(3, 4)","(6, 7)",京营,赵岩,"['城头', '上', '的', '京营', '武官', '见', '赵岩', '的', '兵马', '都', '是', '骑兵', '，', '榴弹炮', '的', '威力', '又', '猛', '，', '但', '对', '城墙', '的', '伤害', '又', '不', '高', '，', '对', '城内', '根本', '没', '啥', '威胁', '，', '更', '完全', '没有', '理由', '让', '他们', '在', '城头', '吃', '炮弹', '，', '所以', '一个个', '都', '撤', '了', '下去', '。']",军阀治世.txt
Nh,Nh,"(1, 2)","(7, 8)",杨嗣昌,赵岩,"['让', '杨嗣昌', '唯一', '安心', '的', '是', '，', '赵岩', '来', '清君侧', '只带', '了', '八千', '骑兵', '，', '另外', '只有', '一些', '炮手', '，', '也就是说', '，', '就算', '是', '他', '炸开', '城墙', '，', '也', '不太可能', '冲进来', '。']",军阀治世.txt
Nh,Ns,"(3, 4)","(6, 7)",赵岩,京城,"['要', '想', '把', '赵岩', '围歼', '在', '京城', '之下', '，', '貌似', '不太可能', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(5, 6)",赵岩,崇祯,"['赵岩', '已经', '立于不败之地', '，', '而', '崇祯', '就', '在', '紫禁城', '内', '，', '一旦', '紫禁城', '失守', '，', '那么', '朝廷', '就败', '了', '，', '他', '也', '就', '完蛋', '了', '。']",军阀治世.txt
Nh,Ns,"(3, 4)","(7, 8)",杨嗣昌,崇祯,"['慌忙', '之中', '，', '杨嗣昌', '连忙', '进攻', '求见', '崇祯', '。']",军阀治世.txt
Nh,Nh,"(3, 4)","(8, 9)",杨嗣昌,杨嗣昌,"['听见', '太监', '说', '杨嗣昌', '囚禁', '，', '连忙', '将', '杨嗣昌', '传', '了', '进来', '，', '见到', '杨嗣昌', '便', '急', '问道', '：', '“', '杨', '爱卿', '，', '城外', '战况', '如何', '？', '”']",军阀治世.txt
Nh,Nh,"(8, 9)","(14, 15)",杨嗣昌,杨嗣昌,"['听见', '太监', '说', '杨嗣昌', '囚禁', '，', '连忙', '将', '杨嗣昌', '传', '了', '进来', '，', '见到', '杨嗣昌', '便', '急', '问道', '：', '“', '杨', '爱卿', '，', '城外', '战况', '如何', '？', '”']",军阀治世.txt
Nh,Nh,"(14, 15)","(20, 21)",杨嗣昌,杨,"['听见', '太监', '说', '杨嗣昌', '囚禁', '，', '连忙', '将', '杨嗣昌', '传', '了', '进来', '，', '见到', '杨嗣昌', '便', '急', '问道', '：', '“', '杨', '爱卿', '，', '城外', '战况', '如何', '？', '”']",军阀治世.txt
Ns,Ns,"(16, 17)","(18, 19)",崇祯,京城,"['杨嗣昌', '急道', '，', '目前', '唯一', '的', '办法', '就是', '耗', '下去', '，', '但耗', '下去', '的', '前提', '就是', '崇祯', '逃出', '京城', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(6, 7)",崇祯,杨嗣昌,"['崇祯', '长出', '了', '口气', '，', '对', '杨嗣昌', '问道', '：', '“', '援兵', '几日', '后能', '到', '？', '”']",军阀治世.txt
Nh,Nh,"(0, 1)","(3, 4)",赵岩,杨嗣昌,"['赵岩', '果然', '如同', '杨嗣昌', '预料', '的', '那般', '，', '在', '将', '城墙', '轰塌后', '并未', '冲锋', '，', '然而', '城内', '的', '官员', '们', '却', '都', '是', '一个个', '提心吊胆', '的', '。']",军阀治世.txt
Ni,Nh,"(0, 1)","(5, 6)",六部,杨嗣昌,"['六部', '尚书', '中', '，', '除了', '杨嗣昌', '外', '，', '其余', '五人', '皆', '送信', '给', '赵岩', '。']",军阀治世.txt
Ns,Nh,"(24, 25)","(26, 27)",山东,杨嗣昌,"['同时', '内阁', '几乎', '是', '个个', '阁臣', '都', '送', '了', '信', '出来', '，', '纷纷', '向', '赵岩', '解释', '与', '清议', '和', '，', '限制', '各省', '百姓', '入', '山东', '乃是', '杨嗣昌', '的', '主张', '。']",军阀治世.txt
Nh,Ns,"(16, 17)","(20, 21)",赵岩,辽东,"['一个个', '都', '生怕', '赵岩', '进城', '后', '把', '帐算到', '他们', '头上', '，', '一个个', '都', '在', '信中', '对', '赵岩', '表示', '支持', '继续', '辽东', '作战', '，', '同时', '亦', '支持', '移民', '山东', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(27, 28)",辽东,山东,"['一个个', '都', '生怕', '赵岩', '进城', '后', '把', '帐算到', '他们', '头上', '，', '一个个', '都', '在', '信中', '对', '赵岩', '表示', '支持', '继续', '辽东', '作战', '，', '同时', '亦', '支持', '移民', '山东', '。']",军阀治世.txt
Ns,Nh,"(2, 3)","(6, 7)",通州,朱梅,"['双方', '在', '通州', '直接', '遭遇', '，', '朱梅', '同样', '派出', '四千', '骑兵', '迎战', '，', '第三', '骑兵', '营', '随即', '展开', '冲锋', '，', '轻而易举', '的', '便', '戳破', '了', '朱梅', '的', '骑兵', '。']",军阀治世.txt
Nh,Ns,"(5, 6)","(10, 11)",赵岩,山海关,"['不过', '祖大寿', '可', '不想', '与', '赵岩', '作战', '，', '出', '了', '山海关', '后', '，', '随即', '派出', '斥候', '向', '京师', '侦查', '，', '他', '则', '原地不动', '。']",军阀治世.txt
Nh,Ns,"(11, 12)","(14, 15)",黄台吉,朝鲜,"['但', '山东', '军', '只用', '了', '不到', '数月', '时间', '，', '就', '将', '黄台吉', '围死', '在', '朝鲜', '，', '并且', '歼灭', '了', '近', '十万', '八旗', '军', '，', '赵岩', '拥有', '如此', '浑厚', '的', '实力', '，', '绝对', '不是', '他', '能', '惹', '的', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(2, 3)",卢象升,赵岩,"['卢象升', '在', '赵岩', '炮轰', '京城', '时', '，', '才', '收到', '了', '赵岩', '的', '信件', '，', '如此', '惊变', '，', '让', '卢象升', '好似', '早有', '心理准备', '一般', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(4, 5)",卢象升,京城,"['卢象升', '在', '赵岩', '炮轰', '京城', '时', '，', '才', '收到', '了', '赵岩', '的', '信件', '，', '如此', '惊变', '，', '让', '卢象升', '好似', '早有', '心理准备', '一般', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(4, 5)",赵岩,京城,"['卢象升', '在', '赵岩', '炮轰', '京城', '时', '，', '才', '收到', '了', '赵岩', '的', '信件', '，', '如此', '惊变', '，', '让', '卢象升', '好似', '早有', '心理准备', '一般', '。']",军阀治世.txt
Ns,Nh,"(4, 5)","(10, 11)",京城,赵岩,"['卢象升', '在', '赵岩', '炮轰', '京城', '时', '，', '才', '收到', '了', '赵岩', '的', '信件', '，', '如此', '惊变', '，', '让', '卢象升', '好似', '早有', '心理准备', '一般', '。']",军阀治世.txt
Ns,BOOK,"(18, 19)","(22, 23)",山东,《大明日报》,"['反反复复', '的', '看', '了', '数遍', '赵岩', '给', '他', '的', '书信', '，', '与', '满清', '议和', '，', '禁止', '百姓', '移民', '山东', '，', '及', '查禁', '《大明日报》', '和济民', '客栈', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(2, 3)",赵岩,信中,"['赵岩', '在', '信中', '向', '他', '保证', '不', '做', '挟天子以令诸侯', '的', '行为', '，', '卢象升', '还是', '选择', '了', '信任', '，', '然而', '此番', '关于', '权利', '宝座', '的', '大事', '，', '还是', '生怕', '赵岩', '被', '冲昏', '了', '头脑', '。']",军阀治世.txt
Nh,Ns,"(6, 7)","(9, 10)",王征,辽东,"['八月', '十三', '，', '信使', '来报', '，', '王征', '已经', '带领', '辽东', '军', '第二', '营', '登陆', '大沽口', '，', '大沽口', '官军', '处于', '一片', '观望', '之中', '，', '没有', '阻拦', '。']",军阀治世.txt
Ns,Ns,"(9, 10)","(16, 17)",辽东,大沽口,"['八月', '十三', '，', '信使', '来报', '，', '王征', '已经', '带领', '辽东', '军', '第二', '营', '登陆', '大沽口', '，', '大沽口', '官军', '处于', '一片', '观望', '之中', '，', '没有', '阻拦', '。']",军阀治世.txt
Ns,Nh,"(6, 7)","(9, 10)",怀柔,赵岩,"['而', '此时', '，', '祖大寿', '也', '驻兵', '怀柔', '，', '离', '赵岩', '不过', '数十里', '的', '距离', '。']",军阀治世.txt
Nh,Nh,"(7, 8)","(9, 10)",赵岩,赵岩,"['茅元仪', '将', '拆开', '的', '一封', '书信', '递给', '赵岩', '，', '赵岩', '接过', '书信', '看', '了', '起来', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(7, 8)",赵岩,怀柔,"['当天', '，', '赵岩', '反而', '加强', '了', '对', '怀柔', '方面', '的', '斥候', '侦查', '，', '他', '的', '斥候', '就', '在', '祖大寿', '的', '大营', '四周', '日夜', '监视', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(2, 3)",王征,辽东,"['王征', '的', '辽东', '军', '第二', '营', '，', '在', '八月', '七日', '登船', '，', '他们', '乘坐', '的', '不是', '飞剪', '船', '，', '因此', '航', '较慢', '，', '从', '釜山', '到', '大沽口', '足足', '行驶', '了', '六天', '六夜', '，', '这才', '到达', '。']",军阀治世.txt
Ns,Ns,"(24, 25)","(26, 27)",釜山,大沽口,"['王征', '的', '辽东', '军', '第二', '营', '，', '在', '八月', '七日', '登船', '，', '他们', '乘坐', '的', '不是', '飞剪', '船', '，', '因此', '航', '较慢', '，', '从', '釜山', '到', '大沽口', '足足', '行驶', '了', '六天', '六夜', '，', '这才', '到达', '。']",军阀治世.txt
Ns,Nh,"(1, 2)","(8, 9)",大沽口,王征,"['到达', '大沽口', '后', '，', '还', '来不及', '休整', '，', '王征', '便', '下令', '向', '京城', '进军', '。']",军阀治世.txt
Nh,Ns,"(8, 9)","(12, 13)",王征,京城,"['到达', '大沽口', '后', '，', '还', '来不及', '休整', '，', '王征', '便', '下令', '向', '京城', '进军', '。']",军阀治世.txt
Ns,Nh,"(0, 1)","(7, 8)",辽东,赵岩,"['辽东', '军', '第二', '营', '到达', '后', '，', '赵岩', '随即', '将', '全军', '的', '军官', '召集', '起来', '，', '进行', '战前', '训话', '。']",军阀治世.txt
Nh,Nh,"(7, 8)","(10, 11)",赵岩,赵岩,"['数百名', '军官', '身姿', '挺拔', '的', '站', '在', '赵岩', '面前', '，', '赵岩', '身穿', '银甲', '，', '腰佩', '宝剑', '，', '走', '到', '他们', '的', '面前', '，', '军官', '们', '纷纷', '敬礼', '，', '眼中', '露出', '浓浓的', '敬意', '。']",军阀治世.txt
Nh,Nh,"(9, 10)","(11, 12)",赵岩,赵岩,"['军官', '们', '立即', '稍息', '，', '全体', '都', '注视', '着', '赵岩', '，', '赵岩', '高声', '问道', '：', '“', '你们', '忠于', '谁', '？', '”']",军阀治世.txt
Ns,Nh,"(17, 18)","(24, 25)",京城,赵岩,"['“', '我们', '动', '这场', '战役', '，', '不是', '为了', '我', '个人', '的', '利益', '，', '就算', '是', '打进', '了', '京城', '，', '捉住', '了', '皇帝', '，', '我', '赵岩', '绝不会', '做', '皇帝', '，', '更', '不会', '挟天子以令诸侯', '。', '”']",军阀治世.txt
BOOK,BOOK,"(4, 5)","(6, 7)",《立宪约法》,《山东军事特权约法》,"['第', '一百四十', '七章', '：', '《立宪约法》', '、', '《山东军事特权约法》']",军阀治世.txt
BOOK,BOOK,"(4, 5)","(6, 7)",《立宪约法》,《山东军事特权约法》,"['第', '一百四十', '七章', '：', '《立宪约法》', '、', '《山东军事特权约法》']",军阀治世.txt
Ns,Nh,"(2, 3)","(9, 10)",朝阳门,徐进,"['炮营', '对', '朝阳门', '段', '的', '缺口', '进行', '了', '弹幕', '徐进', '射击', '，', '一路', '将', '步兵', '前方', '的', '敌人', '击溃', '，', '在', '强大', '的', '火炮', '支援', '下', '，', '第二', '营', '在', '呐喊', '中冲进', '了', '内城', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(2, 3)",城中,京营,"['城中', '的', '京营', '吓', '得', '屁滚尿流', '，', '在', '失去', '城墙', '的', '保护', '后', '，', '其', '不堪一击', '的', '性质', '显露', '无遗', '，', '许多', '京营', '士卒', '直接', '就', '举手', '投降', '了', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(4, 5)",茅元仪,赵岩点,"['茅元仪', '回答', '道', '，', '赵岩点', '了', '点头', '，', '对', '茅元仪', '说道', '：', '“', '把', '银两', '提', '来', '，', '给京营', '的', '士卒', '每人', '二两', '白银', '。', '”']",军阀治世.txt
